document_id,title,categories,category_slugs,author,tags,tag_slugs,download_url,source_page
8512,T-TESS: Showcasing What We Do As Music Educators (Part 4 of a 4-part series),General,general,,2017 BMR June,2017-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2017-06-ruiz-mills.pdf,https://texasbandmasters.org/document-library/
8030,Tackling the Cor Issues of Beginner Horn,Beginner Band-Brass,beginner-band-brass-2,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_andrade.pdf,https://texasbandmasters.org/document-library/
11764,Taking the Right Steps in the Beginning,Beginner Band,beginner-band,"Jennifer Wren , Meredith Bishop",2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Taking-the-Right-Steps-in-the-Beginning-Clinicians-Meredith-Bishop-Jennifer-Wren.pdf,https://texasbandmasters.org/document-library/
8376,Talk Less and Teach More,Pedagogy,pedagogy,,2018 BMR September,2018-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2018-09-menghini.pdf,https://texasbandmasters.org/document-library/
8760,Taming The Beast: The Middle School Non-Varsity Band,General,general,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/DeSoto-Meredith-Taming-the-Beast-The-Middle-School-Non-Varsity-Band.pdf,https://texasbandmasters.org/document-library/
9790,TBA and Small Schools,Small School,small-school,,2006 BMR December,2006-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2006-12-jones1.pdf,https://texasbandmasters.org/document-library/
11753,TBA CONVENTION/CLINIC (You Can’t Aford to Miss It!),General,general,Dr. Tim Lautzenheiser,2025 BMR April,2025-bmr-april,https://texasbandmasters.org/wp-content/uploads/2026/01/2025_4_Lautzenheiser.pdf,https://texasbandmasters.org/document-library/
11887,TBA Directors Band,General,general,TBA Directors Band,2025 BMR September,2025-bmr-september,https://texasbandmasters.org/wp-content/uploads/2026/01/2025_9_DirectorsBand.pdf,https://texasbandmasters.org/document-library/
11932,TBA Instrument Repair Seminar,General,general,Ed Fleming,2003 TBA Handout,2003-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/2003-fleming1.pdf,https://texasbandmasters.org/document-library/
8378,"TBA-YBDT Partnership, An Immediate Success",General,general,,2018 BMR September,2018-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2018-09-fehr.pdf,https://texasbandmasters.org/document-library/
8114,Teach Like Ted (Lasso),Motivation/Inspiration,motivation-inspiration,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_dodd.pdf,https://texasbandmasters.org/document-library/
8851,Teach Like Your Hair’s on Fire: Strategies for Successful Performance Groups Without Beginners Every Day,Beginner Band,beginner-band,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_puckett.pdf,https://texasbandmasters.org/document-library/
8115,Teacher Retirement System 101,Health/Wellness,health-wellness,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_munsell.pdf,https://texasbandmasters.org/document-library/
8500,"Teachers, Are You Helping or Hurting?",General,general,,2017 BMR December,2017-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2017-12-mclerran.pdf,https://texasbandmasters.org/document-library/
7975,Teaching – With Liberty and Justice for All,General,general,,2020 BMR September,2020-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2020_09_haynes.pdf,https://texasbandmasters.org/document-library/
8674,Teaching an Old Art Form in a Modern Age,General,general,,2016 BMR April,2016-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/11/2016-04-dierolf.pdf,https://texasbandmasters.org/document-library/
9192,Teaching Artistry in An Age of Technique,Conducting/Literature/Artistry,conducting-literature-artistry,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_hilliard.pdf,https://texasbandmasters.org/document-library/
9052,Teaching Beginner Flutes,Beginner Band-Woodwind,beginner-band-woodwind-2,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2014_blackburn.pdf,https://texasbandmasters.org/document-library/
9054,Teaching Beginner French Horns,Beginner Band-Brass,beginner-band-brass-2,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2014_brandon.pdf,https://texasbandmasters.org/document-library/
8981,Teaching Beginner Trumpet Students,Beginner Band-Brass,beginner-band-brass-2,,2014 BMR September,2014-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2014-09-wurtz.pdf,https://texasbandmasters.org/document-library/
9056,Teaching Beginner Trumpets,Beginner Band-Brass,beginner-band-brass-2,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2014_wurtz.pdf,https://texasbandmasters.org/document-library/
8853,Teaching Beginning Bassoons,Beginner Band-Woodwind,beginner-band-woodwind-2,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_auerbach.pdf,https://texasbandmasters.org/document-library/
8855,Teaching Beginning Oboes,Beginner Band-Woodwind,beginner-band-woodwind-2,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_bohls_2.pdf,https://texasbandmasters.org/document-library/
8857,Teaching Beginning Percussion The Road to Success is Always Under Construction,Beginner Band-Percussion,beginner-band-percussion-2,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_teal_combined.pdf,https://texasbandmasters.org/document-library/
8597,Teaching Beginning Percussion: The Road to Success is Always under Construction,Beginner Band-Percussion,beginner-band-percussion-2,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2017-tanner_teal_combined.pdf,https://texasbandmasters.org/document-library/
8116,Teaching Correct Performance Style on a Concert March,Pedagogy-Ensemble,pedagogy-ensemble-2,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_rhea.pdf,https://texasbandmasters.org/document-library/
9977,Teaching Excellence in Beginning Band,Beginner Band,beginner-band,,2005 TBA Handout,2005-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-bulloch.pdf,https://texasbandmasters.org/document-library/
9058,Teaching Improv With Your High School Jazz Band,Jazz,jazz,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2014_mcwright.pdf,https://texasbandmasters.org/document-library/
8898,Teaching Improvisation,Jazz,jazz,,2015 BMR December,2015-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2015-12-snidero.pdf,https://texasbandmasters.org/document-library/
12124,Teaching Jazz Improvisation Using The Essential Elements Of Music Education,Jazz,jazz,Wallace Dierolf,2004 TBA Handout,2004-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-dierolf.pdf,https://texasbandmasters.org/document-library/
8354,Teaching Mallet Instruments: Let’s Start Differently!,Pedagogy-Percussion,pedagogy-percussion-2,,2018 BMR December,2018-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2018-12-liu.pdf,https://texasbandmasters.org/document-library/
7937,Teaching Middle School Band in a Low-Income Setting: The Toughest Job You Will Ever Love,Title I,title-i,,2020 TBA Handout,2020-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2020_cumberledge.pdf,https://texasbandmasters.org/document-library/
9230,Teaching Musicianship in Band: Finding Music Among the Notes,Conducting/Literature/Artistry,conducting-literature-artistry,,2012 BMR December,2012-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2012-12-allen.pdf,https://texasbandmasters.org/document-library/
9060,Teaching New Dogs Old Tricks,General,general,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Clark-Teaching-New-Dogs-Old-Tricks.pdf,https://texasbandmasters.org/document-library/
9421,Teaching New Dogs Old Tricks,General,general,,2011 TBA Handout,2011-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2011_clark.pdf,https://texasbandmasters.org/document-library/
8690,Teaching Rhythm Logically from Day One,Pedagogy,pedagogy,,2016 BMR September,2016-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2016-09-williams.pdf,https://texasbandmasters.org/document-library/
9194,Teaching Small Ensemble Concepts through the Prescribed Music List,Pedagogy-Ensemble,pedagogy-ensemble-2,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_diaz_mccain_morales_stuppard.pdf,https://texasbandmasters.org/document-library/
9603,Teaching Techniques for Young Teachers,Pedagogy,pedagogy,,2009 TBA Handout,2009-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2009-hopkins.pdf,https://texasbandmasters.org/document-library/
7849,Teaching the Art of Active and Engaged Listening,Pedagogy,pedagogy,,2021 BMR April,2021-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_4_genevro.pdf,https://texasbandmasters.org/document-library/
12079,Teaching the Beginning Mallet Player,Beginner Band-Percussion,beginner-band-percussion-2,Mark Wessels,2004 BMR June,2004-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-06-wessels1.pdf,https://texasbandmasters.org/document-library/
8117,Teaching the Middle School Non-Varsity Bands: Building Better Bands from the Bottom Up,Program Management,program-management,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_czerwieski.pdf,https://texasbandmasters.org/document-library/
9062,Teaching With Technology,Technology,technology,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2014_mlynczak.pdf,https://texasbandmasters.org/document-library/
9312,Teaching Your Band to be Musical – Finding Music Among the Notes,Conducting/Literature/Artistry,conducting-literature-artistry,,2012 TBA Handout,2012-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2012_allen.pdf,https://texasbandmasters.org/document-library/
9542,Teaching Your Band to Sightread,Pedagogy,pedagogy,,2009 BMR December,2009-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2009-12-lambrecht.pdf,https://texasbandmasters.org/document-library/
12123,Teaching Your Band To Sightread,Pedagogy-Ensemble,pedagogy-ensemble-2,Barbara Lambrecht,2004 TBA Handout,2004-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-lambrecht2.pdf,https://texasbandmasters.org/document-library/
8762,Techniques and Foundations for a Successful Mariachi: 2016 TAME State Champions,Mariachi,mariachi,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Rodriguez-Renteria-Techinques-for-Successful-Mariachi.pdf,https://texasbandmasters.org/document-library/
9979,Techniques for the Intermediate Tuba Player,Pedagogy-Brass,pedagogy-brass-2,,2005 TBA Handout,2005-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-canfield1.pdf,https://texasbandmasters.org/document-library/
9314,Techniques to Develop Marching Excellence,Marching Band,marching-band,,2012 TBA Handout,2012-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2012_chreste_2.pdf,https://texasbandmasters.org/document-library/
9196,Technology in the Practice Room,Technology,technology,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_best.pdf,https://texasbandmasters.org/document-library/
9888,Technology vs. Musicianship,Technology,technology,,2005 BMR June,2005-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-06-novello1.pdf,https://texasbandmasters.org/document-library/
8356,Ten Guidelines for First Year Ensemble Directors,General,general,,2018 BMR December,2018-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2018-12-meyer.pdf,https://texasbandmasters.org/document-library/
9423,Ten Quickly Fixable Problems Heard at UIL Contest Over and Over,Pedagogy-Ensemble,pedagogy-ensemble-2,,2011 TBA Handout,2011-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2011_yancey.pdf,https://texasbandmasters.org/document-library/
9687,Texas Band Enrollment Study,General,general,,2008 TBA Handout,2008-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2008-jolly1.pdf,https://texasbandmasters.org/document-library/
8258,Thank You for All the 2s,Motivation/Inspiration,motivation-inspiration,,2019 BMR April,2019-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/11/2019_04_vogtwilliams.pdf,https://texasbandmasters.org/document-library/
8764,"The “Nuts and Bolts” of Teaching Band, Part 1: Woodwind Beginners",Beginner Band-Woodwind,beginner-band-woodwind-2,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Jackson-McCutcheon-Weak-Nuts-and-Bolts-Woodwind-Beginners.pdf,https://texasbandmasters.org/document-library/
8766,"The “Nuts and Bolts” of Teaching Band, Part 2: Brass Beginners",Beginner Band-Brass,beginner-band-brass-2,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Jackson-Patterson-Pineda-Nuts-and-Bolts-2-Brass-Beginners.pdf,https://texasbandmasters.org/document-library/
8768,"The “Nuts and Bolts” of Teaching Band, Part 3: After Beginners, What’s Next?",Pedagogy,pedagogy,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Jackson-Wine-Nuts-and-Bolts-3-After-Beginners-What-s-Next.pdf,https://texasbandmasters.org/document-library/
8770,"The “Nuts and Bolts” of Teaching Band, Part 4: Are Your Eighth Graders Ready for High School Band?",Pedagogy,pedagogy,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Brumley-Merrill-Williams-Are-Your-8th-Graders-Ready-for-High-School-Band.pdf,https://texasbandmasters.org/document-library/
10381,"The “Why” of What We Do, and Its Effect on the “How”",Motivation/Inspiration,motivation-inspiration,,2024 BMR April,2024-bmr-april,https://texasbandmasters.org/wp-content/uploads/2024/04/2024_4_BrandonClearwaterHarrington.pdf,https://texasbandmasters.org/document-library/
11889,The 100 Day Challenge To Activate Synergy in Your Booster Club,Program Management,program-management,David Vandewalker,2025 BMR September,2025-bmr-september,https://texasbandmasters.org/wp-content/uploads/2026/01/2025_9_Vandewalker.pdf,https://texasbandmasters.org/document-library/
7939,The 1st 6 Weeks – Strategies For The High School Band,Pedagogy-Ensemble,pedagogy-ensemble-2,,2020 TBA Handout,2020-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2020_dominguez.pdf,https://texasbandmasters.org/document-library/
9531,The 21st Century Booster Club,Boosters,boosters,,2010 TBA Handout,2010-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2010-vandewalker.pdf,https://texasbandmasters.org/document-library/
9544,The 21st Century Booster Club: Caution: You Have Entered the Danger Zone,Boosters,boosters,,2009 BMR December,2009-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2009-12-vandewalker.pdf,https://texasbandmasters.org/document-library/
9574,The 21st Century Booster Club: Creating a Delegation of Delegation With Volunteers,Boosters,boosters,,2009 BMR September,2009-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2009-09-vandewalker.pdf,https://texasbandmasters.org/document-library/
9316,"The A, B C’S Of A Healthy Band Program",Health/Wellness,health-wellness,,2012 TBA Handout,2012-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2012_locke.pdf,https://texasbandmasters.org/document-library/
8599,The Advanced Clarinet Player,Pedagogy-Woodwind,pedagogy-woodwind-2,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Payne-Tye-Ann-The-Advanced-Clarinet-Player.pdf,https://texasbandmasters.org/document-library/
8601,The Advanced Trombone Player,Pedagogy-Brass,pedagogy-brass-2,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Scott-Deb-The-Advanced-Trombone-Player.pdf,https://texasbandmasters.org/document-library/
8772,The American March,Conducting/Literature/Artistry,conducting-literature-artistry,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Graham-The-American-March.pdf,https://texasbandmasters.org/document-library/
8603,The American March — Part One,Pedagogy-Ensemble,pedagogy-ensemble-2,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Graham-Lowell-The-American-March-Part-One.pdf,https://texasbandmasters.org/document-library/
8605,The American March — Part Two,Pedagogy-Ensemble,pedagogy-ensemble-2,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Graham-Lowell-The-American-March-Part-2.pdf,https://texasbandmasters.org/document-library/
11740,The Answer Lies Within,Motivation/Inspiration,motivation-inspiration,Dr. Tim Lautzenheiser,2025 BMR January,2025-bmr-january,https://texasbandmasters.org/wp-content/uploads/2026/01/2025_1_Lautzenheiser.pdf,https://texasbandmasters.org/document-library/
10668,The Art IN Sight Reading,Pedagogy-Ensemble,pedagogy-ensemble-2,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/The-Art-IN-Sight-Reading.pdf,https://texasbandmasters.org/document-library/
9622,The Art of Performing the Spanish Paso Doble,Conducting/Literature/Artistry,conducting-literature-artistry,,2008 BMR June,2008-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2008-06-ramirez1.pdf,https://texasbandmasters.org/document-library/
8051,The Art of Persistence,Motivation/Inspiration,motivation-inspiration,,2023 BMR September,2023-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_9_rios.pdf,https://texasbandmasters.org/document-library/
9604,The Art of Selecting a Successful Contest Program,Conducting/Literature/Artistry,conducting-literature-artistry,,2009 TBA Handout,2009-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2009-countryman.pdf,https://texasbandmasters.org/document-library/
9446,The Art of Selecting a Successful Contest Program,Conducting/Literature/Artistry,conducting-literature-artistry,,2010 BMR December,2010-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2010-12-countryman.pdf,https://texasbandmasters.org/document-library/
7824,The Art of the Transcription,Conducting/Literature/Artistry,conducting-literature-artistry,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_Graham.pdf,https://texasbandmasters.org/document-library/
11918,The Artistic Importance of Cooperation in a Competitive World,Program Management,program-management,Dr. Tim Lautzenheiser,2026 BMR January,2026-bmr-january,https://texasbandmasters.org/wp-content/uploads/2026/01/2026_1_Lautzenheiser.pdf,https://texasbandmasters.org/document-library/
9119,The Artistic Importance of Cooperation in a Competitive World,Motivation/Inspiration,motivation-inspiration,,2013 BMR September,2013-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2013-09-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
7941,"The Assistant: Help, Learn, Support",General,general,,2020 TBA Handout,2020-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2020_parks.pdf,https://texasbandmasters.org/document-library/
9981,The Band Booster Club: Following the Money Trail,Boosters,boosters,,2005 TBA Handout,2005-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-dierolf2.pdf,https://texasbandmasters.org/document-library/
9983,The Band Booster Club: The Organizational Elements Necessary for Success,Boosters,boosters,,2005 TBA Handout,2005-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-dierolf1.pdf,https://texasbandmasters.org/document-library/
9546,The Band Director as a Leader A Six-step Teaching Style Template for Success,Motivation/Inspiration,motivation-inspiration,,2009 BMR December,2009-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2009-12-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
11891,The Band Director as a Leader: The Leader as a Band Director,Motivation/Inspiration,motivation-inspiration,Dr. Tim Lautzenheiser,2025 BMR September,2025-bmr-september,https://texasbandmasters.org/wp-content/uploads/2026/01/2025_9_Lautzenheiser.pdf,https://texasbandmasters.org/document-library/
8052,THE BAND DIRECTOR: ONE PERSON MAKES A DIFFERENCE!,Motivation/Inspiration,motivation-inspiration,,2023 BMR September,2023-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_9_lautzenheiser.pdf,https://texasbandmasters.org/document-library/
9425,The Band Director?s Guide to Fall Marching Percussion,Marching Percussion,marching-percussion-2,,2011 TBA Handout,2011-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2011_dempsey.pdf,https://texasbandmasters.org/document-library/
8031,The Band’s ALL Here: Successful Strategies for Teaching Heterogeneous Beginner Classes,Beginner Band,beginner-band,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_jackson.pdf,https://texasbandmasters.org/document-library/
8032,The Bassooner the Better: Building Your Toolbox to Build Budding Bassoonists,Beginner Band-Woodwind,beginner-band-woodwind-2,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_crowley.pdf,https://texasbandmasters.org/document-library/
9427,The Beginning Band Process: Getting the Right Kids on the Right Instrument,Beginner Band,beginner-band,,2011 TBA Handout,2011-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2011_cannon.pdf,https://texasbandmasters.org/document-library/
8510,The Beginnings of TBA,Band History,band-history,,2017 BMR June,2017-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2017-07-sturchio.pdf,https://texasbandmasters.org/document-library/
11860,The British Are Coming – Again!!,Conducting/Literature/Artistry,conducting-literature-artistry,Dr. Jack Stamp,2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/The-British-Are-Coming-Again-Clinician-Dr.-Jack-Stamp.pdf,https://texasbandmasters.org/document-library/
7826,The Care and Feeding of Sub Non-Varsity Bands,Program Management,program-management,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_MeyerPatterson.pdf,https://texasbandmasters.org/document-library/
9704,The Clarient Embouchure,Pedagogy-Woodwind,pedagogy-woodwind-2,,2007 BMR September,2007-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2007-09-kruth1.pdf,https://texasbandmasters.org/document-library/
8906,The Clinic Tradition – An Opportunity for Sharing,General,general,,2015 BMR June,2015-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_june_keene.pdf,https://texasbandmasters.org/document-library/
8231,"The Complete Beginning Trumpet Classroom: Pedagogy, Management and Curriculum",Beginner Band-Brass,beginner-band-brass-2,,2019 TBA Handout,2019-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/The-Complete-Beginning-Trumpet-Classroom-Lynne-Jackson-Chris-Pineda.pdf,https://texasbandmasters.org/document-library/
8458,The Complete Marching Season – Part 1: The Spring Semester – Planning to Succeed,Marching Band,marching-band,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/The-Complete-Marching-Season-Part-1-The-Spring-Semester-Chreste-Spicer.pdf,https://texasbandmasters.org/document-library/
8460,The Complete Marching Season – Part 2: Summer Band – Systems and Processes are the Key!,Marching Band,marching-band,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/The-Complete-Marching-Season-Part-2-Summer-Band-Selaiden.pdf,https://texasbandmasters.org/document-library/
8462,The Complete Marching Season – Part 3: The Fall Semester: ALL Things Matter,Marching Band,marching-band,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/The-Complete-Marching-Season-Part-3-The-Fall-Semester-Howard.pdf,https://texasbandmasters.org/document-library/
8464,The Complete Marching Season – Part 4: The Cleaning Process: Excellence is in the Details,Marching Band,marching-band,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/The-Complete-Marching-Season-Part-4-The-Cleaning-Process-Chreste.pdf,https://texasbandmasters.org/document-library/
8466,The Complete Marching Season – Part 5: Student Leadership: “If a Student Can They Should…”,Marching Band,marching-band,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/The-Complete-Marching-Season-Part-5-Student-Leadership-Spicer.pdf,https://texasbandmasters.org/document-library/
9235,The Coordinate System,Marching Band,marching-band,,2012 BMR June,2012-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2012-06-rogers.pdf,https://texasbandmasters.org/document-library/
9566,The Cornerstones of Successful Recruitment and Retention,Recruiting/Retention,recruiting-retention,,2009 BMR March,2009-bmr-march,https://texasbandmasters.org/wp-content/uploads/2023/11/2009-03-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
11862,The Crescendo of Success Starts Here: Strategies for a Stellar First-Year Experience in Band,Motivation/Inspiration,motivation-inspiration,"Jennifer Bergeron , Stone Wang , Zachary Glaser",2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/The-Crescendo-of-Success-Starts-Here-Strategies-for-a-Stellar-First-Year-Clinicians-Jennifer-Bergeron-Zachary-Glaser-Stone-Wang.pdf,https://texasbandmasters.org/document-library/
9237,The Crucial Role the Teacher Plays in the Development of a Program of Excellence,Motivation/Inspiration,motivation-inspiration,,2012 BMR June,2012-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2012-06-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
9429,The Day the Dots Died: 100 Sets vs. Successful Production Values,Marching Band,marching-band,,2011 TBA Handout,2011-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2011_czapinski.pdf,https://texasbandmasters.org/document-library/
8128,The Discipline of Self-Discipline Oversleeping will never make dreams come true,Motivation/Inspiration,motivation-inspiration,,2022 BMR September,2022-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_9_lautzenheiser.pdf,https://texasbandmasters.org/document-library/
8118,The Final Act: Policing Student Social Media,General,general,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_wardell.pdf,https://texasbandmasters.org/document-library/
9890,The Final Stop on the Music Advocacy Journey,Motivation/Inspiration,motivation-inspiration,,2005 BMR June,2005-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-06-lautzenheiser1.pdf,https://texasbandmasters.org/document-library/
8119,The First 48 – Band Edition,Beginner Band,beginner-band,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_cumberledge.pdf,https://texasbandmasters.org/document-library/
9318,The First Lesson: Teaching the Beginner Trombone Student,Beginner Band-Brass,beginner-band-brass-2,,2012 TBA Handout,2012-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2012_bohls_2.pdf,https://texasbandmasters.org/document-library/
8233,The First Years of Teaching – Making the Most!,General,general,,2019 TBA Handout,2019-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/The-First-Years-of-Teaching-Anthony-Rivera-Jordan-Freeman.pdf,https://texasbandmasters.org/document-library/
12122,The Five Periods of TBA History,Band History,band-history,Dr. Steve Shoop,2004 TBA Handout,2004-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-shoop.pdf,https://texasbandmasters.org/document-library/
11778,The Flute Whisperers,Beginner Band-Woodwind,beginner-band-woodwind-2,"Amy Allison-Rivera , Fred J Allen",2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/The-Flute-Whisperers-Clinicians-Amy-Allison-Rivera-Fred-J-Allen.pdf,https://texasbandmasters.org/document-library/
9198,The Frenzied Instrumental Conductor’s Guide to Score Preparation,Conducting/Literature/Artistry,conducting-literature-artistry,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_stith.pdf,https://texasbandmasters.org/document-library/
